# Date Created: 21-Feb-2023 (10:40:05),,,
Elapsed [s],Channel,Frequency [GHz],Power [W]
6046.5,1,1.80E+01,2.90E+01
6051.5,1,1.80E+01,2.89E+01
6056.5,1,1.80E+01,2.89E+01
6061.5,1,1.80E+01,2.89E+01
6066.5,1,1.80E+01,2.89E+01
6071.5,1,1.80E+01,3.02E+01
6076.6,1,1.80E+01,2.89E+01
6081.6,1,1.80E+01,2.89E+01
6086.6,1,1.80E+01,2.90E+01
6091.6,1,1.80E+01,2.88E+01
6096.6,1,1.80E+01,2.89E+01
6101.7,1,1.80E+01,2.89E+01
6106.7,1,1.80E+01,3.15E+01
6111.7,1,1.80E+01,2.89E+01
6116.7,1,1.80E+01,2.89E+01
6121.7,1,1.80E+01,2.89E+01
6126.7,1,1.80E+01,2.89E+01
6131.7,1,1.80E+01,2.89E+01
6136.7,1,1.80E+01,2.89E+01
6141.8,1,1.80E+01,2.89E+01
6146.8,1,1.80E+01,2.89E+01
6151.8,1,1.80E+01,2.89E+01
6156.8,1,1.80E+01,2.89E+01
6161.8,1,1.80E+01,2.89E+01
6166.9,1,1.80E+01,2.91E+01
6171.9,1,1.80E+01,2.89E+01
6176.9,1,1.80E+01,2.90E+01
6181.9,1,1.80E+01,2.89E+01
6186.9,1,1.80E+01,2.90E+01
6191.9,1,1.80E+01,2.89E+01
6196.9,1,1.80E+01,2.90E+01
6201.9,1,1.80E+01,2.89E+01
6207,1,1.80E+01,2.90E+01
6212,1,1.80E+01,2.90E+01
6217,1,1.80E+01,2.88E+01
6222,1,1.80E+01,2.89E+01
6227,1,1.80E+01,2.90E+01
6232,1,1.80E+01,2.89E+01
6237.1,1,1.80E+01,2.89E+01
6242.1,1,1.80E+01,2.90E+01
6247.1,1,1.80E+01,2.89E+01
6252.1,1,1.80E+01,2.89E+01
6257.1,1,1.80E+01,2.87E+01
6262.1,1,1.80E+01,2.88E+01
6267.1,1,1.80E+01,2.88E+01
6272.1,1,1.80E+01,2.88E+01
6277.1,1,1.80E+01,2.88E+01
6282.2,1,1.80E+01,2.89E+01
6287.2,1,1.80E+01,3.13E+01
6292.2,1,1.80E+01,3.00E+01
6297.2,1,1.80E+01,2.99E+01
6302.3,1,1.80E+01,2.99E+01
6307.2,1,1.80E+01,2.99E+01
6312.2,1,1.80E+01,3.00E+01
6317.3,1,1.80E+01,3.00E+01
6322.3,1,1.80E+01,3.00E+01
6327.3,1,1.80E+01,3.01E+01
6332.3,1,1.80E+01,3.01E+01
6337.3,1,1.80E+01,3.00E+01
6342.4,1,1.80E+01,3.00E+01
6347.4,1,1.80E+01,3.00E+01
6352.4,1,1.80E+01,2.99E+01
6357.4,1,1.80E+01,3.01E+01
6362.4,1,1.80E+01,3.00E+01
6367.4,1,1.80E+01,3.00E+01
6372.5,1,1.80E+01,3.00E+01
6377.4,1,1.80E+01,2.99E+01
6382.4,1,1.80E+01,2.76E+01
6387.5,1,1.80E+01,2.77E+01
6392.5,1,1.80E+01,2.89E+01
6397.5,1,1.80E+01,2.88E+01
6402.5,1,1.80E+01,2.88E+01
6407.5,1,1.80E+01,2.78E+01
6412.6,1,1.80E+01,2.88E+01
6417.6,1,1.80E+01,2.90E+01
6422.6,1,1.80E+01,2.88E+01
6427.6,1,1.80E+01,2.88E+01
6432.6,1,1.80E+01,2.87E+01
6437.6,1,1.80E+01,2.88E+01
6442.6,1,1.80E+01,2.88E+01
6447.6,1,1.80E+01,2.87E+01
6452.7,1,1.80E+01,2.88E+01
6457.7,1,1.80E+01,2.88E+01
6462.7,1,1.80E+01,2.87E+01
6467.7,1,1.80E+01,2.88E+01
6472.7,1,1.80E+01,2.88E+01
6477.8,1,1.80E+01,2.88E+01
6482.8,1,1.80E+01,2.90E+01
6487.8,1,1.80E+01,2.89E+01
6492.8,1,1.80E+01,2.90E+01
6497.8,1,1.80E+01,2.88E+01
6502.8,1,1.80E+01,2.89E+01
6507.8,1,1.80E+01,2.89E+01
6512.8,1,1.80E+01,2.89E+01
6517.8,1,1.80E+01,2.88E+01
6522.8,1,1.80E+01,2.88E+01
6527.9,1,1.80E+01,2.88E+01
6532.9,1,1.80E+01,2.89E+01
6537.9,1,1.80E+01,2.88E+01
6542.9,1,1.80E+01,2.88E+01
6547.9,1,1.80E+01,2.89E+01
6552.9,1,1.80E+01,2.89E+01
6558,1,1.80E+01,2.89E+01
6562.9,1,1.80E+01,2.89E+01
6568,1,1.80E+01,2.89E+01
6573,1,1.80E+01,2.90E+01
6578,1,1.80E+01,2.90E+01
6583,1,1.80E+01,2.89E+01
6588,1,1.80E+01,2.89E+01
6593.1,1,1.80E+01,2.88E+01
6598.1,1,1.80E+01,2.90E+01
6603.1,1,1.80E+01,2.89E+01
6608.1,1,1.80E+01,2.89E+01
6613.1,1,1.80E+01,2.89E+01
6618.1,1,1.80E+01,2.89E+01
6623.2,1,1.80E+01,2.89E+01
6628.1,1,1.80E+01,2.88E+01
6633.2,1,1.80E+01,2.90E+01
6638.2,1,1.80E+01,2.89E+01
6643.2,1,1.80E+01,2.90E+01
6648.2,1,1.80E+01,2.89E+01
6653.2,1,1.80E+01,2.89E+01
6658.3,1,1.80E+01,2.90E+01
6663.3,1,1.80E+01,2.88E+01
6668.3,1,1.80E+01,2.89E+01
6673.3,1,1.80E+01,2.89E+01
6678.3,1,1.80E+01,2.88E+01
6683.3,1,1.80E+01,2.88E+01
6688.3,1,1.80E+01,2.88E+01
6693.3,1,1.80E+01,2.88E+01
6698.4,1,1.80E+01,2.88E+01
6703.4,1,1.80E+01,2.88E+01
6708.4,1,1.80E+01,2.89E+01
6713.4,1,1.80E+01,2.88E+01
6718.4,1,1.80E+01,2.89E+01
6723.4,1,1.80E+01,2.89E+01
6728.5,1,1.80E+01,2.89E+01
6733.5,1,1.80E+01,2.88E+01
6738.5,1,1.80E+01,2.88E+01
6743.5,1,1.80E+01,2.88E+01
6748.5,1,1.80E+01,2.89E+01
6753.5,1,1.80E+01,2.88E+01
6758.5,1,1.80E+01,2.87E+01
6763.5,1,1.80E+01,2.88E+01
6768.6,1,1.80E+01,2.88E+01
6773.6,1,1.80E+01,2.88E+01
6778.6,1,1.80E+01,2.89E+01
6783.6,1,1.80E+01,2.89E+01
6788.7,1,1.80E+01,2.87E+01
6793.7,1,1.80E+01,2.87E+01
6798.7,1,1.80E+01,2.87E+01
6803.7,1,1.80E+01,2.88E+01
6808.7,1,1.80E+01,2.88E+01
6813.7,1,1.80E+01,2.88E+01
6818.7,1,1.80E+01,2.88E+01
6823.7,1,1.80E+01,2.89E+01
6828.7,1,1.80E+01,2.88E+01
6833.7,1,1.80E+01,2.89E+01
6838.8,1,1.80E+01,2.88E+01
6843.8,1,1.80E+01,2.88E+01
6848.8,1,1.80E+01,2.88E+01
6853.8,1,1.80E+01,2.78E+01
6858.8,1,1.80E+01,2.89E+01
6863.8,1,1.80E+01,2.88E+01
6868.9,1,1.80E+01,2.89E+01
6873.9,1,1.80E+01,2.89E+01
6878.9,1,1.80E+01,2.88E+01
6883.9,1,1.80E+01,2.88E+01
6888.9,1,1.80E+01,2.88E+01
6893.9,1,1.80E+01,2.89E+01
6898.9,1,1.80E+01,2.89E+01
6903.9,1,1.80E+01,2.88E+01
6908.9,1,1.80E+01,2.89E+01
6914,1,1.80E+01,2.88E+01
6919,1,1.80E+01,2.89E+01
6924,1,1.80E+01,2.88E+01
6929,1,1.80E+01,2.88E+01
6934,1,1.80E+01,2.87E+01
6939.1,1,1.80E+01,2.89E+01
6944.1,1,1.80E+01,2.89E+01
6949,1,1.80E+01,2.90E+01
6954.1,1,1.80E+01,2.88E+01
6959.1,1,1.80E+01,2.88E+01
6964.1,1,1.80E+01,2.88E+01
6969.1,1,1.80E+01,2.89E+01
6974.1,1,1.80E+01,2.89E+01
6979.1,1,1.80E+01,2.89E+01
6984.2,1,1.80E+01,2.89E+01
6989.2,1,1.80E+01,2.89E+01
6994.2,1,1.80E+01,2.88E+01
6999.2,1,1.80E+01,2.77E+01
7004.2,1,1.80E+01,2.88E+01
7009.2,1,1.80E+01,2.89E+01
7014.2,1,1.80E+01,2.77E+01
7019.2,1,1.80E+01,2.88E+01
7024.2,1,1.80E+01,2.77E+01
7029.2,1,1.80E+01,2.87E+01
7034.2,1,1.80E+01,2.87E+01
7039.3,1,1.80E+01,2.77E+01
7044.3,1,1.80E+01,2.89E+01
7049.3,1,1.80E+01,2.89E+01
7054.3,1,1.80E+01,2.89E+01
7059.4,1,1.80E+01,2.89E+01
7064.4,1,1.80E+01,2.87E+01
7069.4,1,1.80E+01,2.88E+01
7074.4,1,1.80E+01,2.89E+01
7079.4,1,1.80E+01,2.78E+01
7084.4,1,1.80E+01,2.88E+01
7089.4,1,1.80E+01,2.89E+01
7094.4,1,1.80E+01,2.78E+01
7099.4,1,1.80E+01,2.89E+01
7104.4,1,1.80E+01,2.89E+01
7109.4,1,1.80E+01,2.88E+01
7114.5,1,1.80E+01,2.89E+01
7119.5,1,1.80E+01,2.78E+01
7124.5,1,1.80E+01,2.89E+01
7129.5,1,1.80E+01,2.88E+01
7134.5,1,1.80E+01,2.89E+01
7139.5,1,1.80E+01,2.89E+01
7144.5,1,1.80E+01,2.89E+01
7149.6,1,1.80E+01,2.66E+01
7154.6,1,1.80E+01,2.78E+01
7159.6,1,1.80E+01,2.77E+01
7164.6,1,1.80E+01,2.78E+01
7169.6,1,1.80E+01,2.77E+01
7174.6,1,1.80E+01,2.77E+01
7179.6,1,1.80E+01,2.78E+01
7184.6,1,1.80E+01,2.78E+01
7189.7,1,1.80E+01,2.77E+01
7194.6,1,1.80E+01,2.77E+01
7199.6,1,1.80E+01,2.77E+01
7204.7,1,1.80E+01,2.77E+01
7209.7,1,1.80E+01,2.78E+01
7214.7,1,1.80E+01,2.77E+01
7219.7,1,1.80E+01,2.77E+01
7224.7,1,1.80E+01,2.79E+01
7229.7,1,1.80E+01,2.78E+01
7234.7,1,1.80E+01,2.78E+01
7239.8,1,1.80E+01,2.77E+01
7244.8,1,1.80E+01,2.78E+01
7249.8,1,1.80E+01,2.78E+01
7254.8,1,1.80E+01,2.78E+01
7259.8,1,1.80E+01,2.78E+01
7264.8,1,1.80E+01,2.78E+01
7269.8,1,1.80E+01,2.78E+01
7274.9,1,1.80E+01,2.89E+01
7279.9,1,1.80E+01,2.89E+01
7284.9,1,1.80E+01,2.89E+01
7289.9,1,1.80E+01,2.90E+01
7294.9,1,1.80E+01,2.89E+01
7299.9,1,1.80E+01,2.90E+01
7305,1,1.80E+01,2.89E+01
7310,1,1.80E+01,2.90E+01
7314.9,1,1.80E+01,2.90E+01
7320,1,1.80E+01,2.89E+01
7325,1,1.80E+01,2.90E+01
7330,1,1.80E+01,2.89E+01
7335,1,1.80E+01,2.90E+01
7340,1,1.80E+01,2.89E+01
7345,1,1.80E+01,2.89E+01
7350,1,1.80E+01,2.89E+01
7355.1,1,1.80E+01,2.88E+01
7360.1,1,1.80E+01,2.89E+01
7365.1,1,1.80E+01,2.88E+01
7370.1,1,1.80E+01,2.89E+01
7375.1,1,1.80E+01,2.89E+01
7380.1,1,1.80E+01,2.88E+01
7385.1,1,1.80E+01,2.89E+01
7390.1,1,1.80E+01,2.67E+01
7395.2,1,1.80E+01,2.78E+01
7400.2,1,1.80E+01,2.67E+01
7405.2,1,1.80E+01,2.77E+01
7410.2,1,1.80E+01,2.77E+01
7415.2,1,1.80E+01,2.77E+01
7420.2,1,1.80E+01,2.77E+01
7425.3,1,1.80E+01,2.78E+01
7430.3,1,1.80E+01,2.77E+01
7435.3,1,1.80E+01,2.76E+01
7440.3,1,1.80E+01,2.77E+01
7445.3,1,1.80E+01,2.78E+01
7450.3,1,1.80E+01,2.78E+01
7455.3,1,1.80E+01,2.77E+01
7460.3,1,1.80E+01,2.78E+01
7465.4,1,1.80E+01,2.78E+01
7470.3,1,1.80E+01,2.77E+01
7475.4,1,1.80E+01,2.79E+01
7480.4,1,1.80E+01,2.77E+01
7485.4,1,1.80E+01,2.77E+01
7490.4,1,1.80E+01,2.78E+01
7495.4,1,1.80E+01,2.77E+01
7500.4,1,1.80E+01,2.78E+01
7505.5,1,1.80E+01,2.78E+01
7510.5,1,1.80E+01,2.79E+01
7515.5,1,1.80E+01,2.78E+01
7520.5,1,1.80E+01,2.78E+01
7525.5,1,1.80E+01,2.78E+01
7530.5,1,1.80E+01,2.78E+01
7535.5,1,1.80E+01,2.78E+01
7540.6,1,1.80E+01,2.77E+01
7545.6,1,1.80E+01,2.77E+01
7550.6,1,1.80E+01,2.77E+01
7555.6,1,1.80E+01,2.77E+01
7560.6,1,1.80E+01,2.77E+01
7565.6,1,1.80E+01,2.77E+01
7570.6,1,1.80E+01,2.76E+01
7575.6,1,1.80E+01,2.77E+01
7580.7,1,1.80E+01,2.78E+01
7585.7,1,1.80E+01,2.78E+01
7590.7,1,1.80E+01,2.78E+01
7595.7,1,1.80E+01,2.78E+01
7600.7,1,1.80E+01,2.78E+01
7605.7,1,1.80E+01,2.79E+01
7610.7,1,1.80E+01,2.78E+01
7615.8,1,1.80E+01,2.78E+01
7620.8,1,1.80E+01,2.79E+01
7625.8,1,1.80E+01,2.78E+01
7630.8,1,1.80E+01,2.79E+01
7635.8,1,1.80E+01,2.78E+01
7640.8,1,1.80E+01,2.78E+01
7645.9,1,1.80E+01,2.79E+01
7650.9,1,1.80E+01,2.78E+01
7655.9,1,1.80E+01,2.78E+01
7660.9,1,1.80E+01,2.77E+01
7665.9,1,1.80E+01,2.78E+01
7670.9,1,1.80E+01,2.79E+01
7675.9,1,1.80E+01,2.77E+01
7680.9,1,1.80E+01,2.78E+01
7686,1,1.80E+01,2.78E+01
7691,1,1.80E+01,2.78E+01
7696,1,1.80E+01,2.78E+01
7701,1,1.80E+01,2.77E+01
7706,1,1.80E+01,2.77E+01
7711,1,1.80E+01,2.77E+01
7716,1,1.80E+01,2.78E+01
7721,1,1.80E+01,2.78E+01
7726,1,1.80E+01,2.78E+01
7731.1,1,1.80E+01,2.78E+01
7736.1,1,1.80E+01,2.77E+01
7741.1,1,1.80E+01,2.77E+01
7746.1,1,1.80E+01,2.77E+01
7751.1,1,1.80E+01,2.77E+01
7756.1,1,1.80E+01,2.76E+01
7761.1,1,1.80E+01,2.77E+01
7766.1,1,1.80E+01,2.77E+01
7771.2,1,1.80E+01,2.78E+01
7776.2,1,1.80E+01,2.77E+01
7781.2,1,1.80E+01,2.76E+01
7786.2,1,1.80E+01,2.77E+01
7791.2,1,1.80E+01,2.77E+01
7796.2,1,1.80E+01,2.77E+01
7801.3,1,1.80E+01,2.77E+01
7806.3,1,1.80E+01,2.78E+01
7811.3,1,1.80E+01,2.77E+01
7816.3,1,1.80E+01,2.78E+01
7821.3,1,1.80E+01,2.77E+01
7826.3,1,1.80E+01,2.77E+01
7831.3,1,1.80E+01,2.78E+01
7836.4,1,1.80E+01,2.77E+01
7841.4,1,1.80E+01,2.77E+01
7846.4,1,1.80E+01,2.78E+01
7851.4,1,1.80E+01,2.78E+01
7856.4,1,1.80E+01,2.78E+01
7861.4,1,1.80E+01,2.78E+01
7866.4,1,1.80E+01,2.78E+01
7871.5,1,1.80E+01,2.78E+01
7876.4,1,1.80E+01,2.78E+01
7881.4,1,1.80E+01,2.78E+01
7886.5,1,1.80E+01,2.78E+01
7891.5,1,1.80E+01,2.78E+01
7896.5,1,1.80E+01,2.77E+01
7901.5,1,1.80E+01,2.78E+01
7906.5,1,1.80E+01,2.78E+01
7911.5,1,1.80E+01,2.77E+01
7916.6,1,1.80E+01,2.77E+01
7921.6,1,1.80E+01,2.77E+01
7926.6,1,1.80E+01,2.78E+01
7931.6,1,1.80E+01,2.78E+01
7936.6,1,1.80E+01,2.78E+01
7941.6,1,1.80E+01,2.77E+01
7946.7,1,1.80E+01,2.78E+01
7951.6,1,1.80E+01,2.78E+01
7956.7,1,1.80E+01,2.67E+01
7961.7,1,1.80E+01,2.77E+01
7966.7,1,1.80E+01,2.77E+01
7971.7,1,1.80E+01,2.77E+01
7976.7,1,1.80E+01,2.77E+01
7981.7,1,1.80E+01,2.77E+01
7986.7,1,1.80E+01,2.78E+01
7991.8,1,1.80E+01,2.78E+01
7996.8,1,1.80E+01,2.77E+01
8001.8,1,1.80E+01,2.77E+01
8006.8,1,1.80E+01,2.77E+01
8011.8,1,1.80E+01,2.78E+01
8016.8,1,1.80E+01,2.77E+01
8021.9,1,1.80E+01,2.78E+01
8026.8,1,1.80E+01,2.77E+01
8031.9,1,1.80E+01,2.67E+01
8036.9,1,1.80E+01,2.78E+01
8041.9,1,1.80E+01,2.78E+01
8046.9,1,1.80E+01,2.67E+01
8051.9,1,1.80E+01,2.78E+01
8056.9,1,1.80E+01,2.78E+01
8062,1,1.80E+01,2.78E+01
8067,1,1.80E+01,2.78E+01
8072,1,1.80E+01,2.79E+01
8077,1,1.80E+01,2.79E+01
8082,1,1.80E+01,2.78E+01
8087.1,1,1.80E+01,2.78E+01
8092.1,1,1.80E+01,2.77E+01
8097,1,1.80E+01,2.78E+01
8102.1,1,1.80E+01,2.78E+01
8107.1,1,1.80E+01,2.77E+01
8112.1,1,1.80E+01,2.78E+01
8117.1,1,1.80E+01,2.77E+01
8122.1,1,1.80E+01,2.77E+01
8127.2,1,1.80E+01,2.78E+01
8132.2,1,1.80E+01,2.77E+01
8137.1,1,1.80E+01,2.67E+01
8142.2,1,1.80E+01,2.79E+01
8147.2,1,1.80E+01,2.78E+01
8152.2,1,1.80E+01,2.77E+01
8157.2,1,1.80E+01,2.77E+01
8162.2,1,1.80E+01,2.67E+01
8167.3,1,1.80E+01,2.78E+01
8172.3,1,1.80E+01,2.77E+01
8177.3,1,1.80E+01,2.79E+01
8182.3,1,1.80E+01,2.66E+01
8187.3,1,1.80E+01,2.77E+01
8192.3,1,1.80E+01,2.67E+01
8197.4,1,1.80E+01,2.77E+01
8202.3,1,1.80E+01,2.78E+01
8207.4,1,1.80E+01,2.77E+01
8212.4,1,1.80E+01,2.78E+01
8217.4,1,1.80E+01,2.77E+01
8222.4,1,1.80E+01,2.77E+01
8227.5,1,1.80E+01,2.67E+01
8232.5,1,1.80E+01,2.56E+01
8237.5,1,1.80E+01,2.57E+01
8242.5,1,1.80E+01,2.67E+01
8247.5,1,1.80E+01,2.57E+01
8252.5,1,1.80E+01,2.68E+01
8257.5,1,1.80E+01,2.57E+01
8262.6,1,1.80E+01,2.67E+01
8267.6,1,1.80E+01,2.67E+01
8272.6,1,1.80E+01,2.68E+01
8277.6,1,1.80E+01,2.67E+01
8282.6,1,1.80E+01,2.67E+01
8287.6,1,1.80E+01,2.67E+01
8292.7,1,1.80E+01,2.66E+01
8297.7,1,1.80E+01,2.67E+01
8302.7,1,1.80E+01,2.67E+01
8307.7,1,1.80E+01,2.66E+01
8312.7,1,1.80E+01,2.67E+01
8317.7,1,1.80E+01,2.66E+01
8322.7,1,1.80E+01,2.66E+01
8327.8,1,1.80E+01,2.67E+01
8332.8,1,1.80E+01,2.66E+01
8337.8,1,1.80E+01,2.67E+01
8342.8,1,1.80E+01,2.67E+01
8347.8,1,1.80E+01,2.66E+01
8352.8,1,1.80E+01,2.68E+01
8357.8,1,1.80E+01,2.67E+01
8362.8,1,1.80E+01,2.68E+01
8367.9,1,1.80E+01,2.69E+01
8372.9,1,1.80E+01,2.67E+01
8377.9,1,1.80E+01,2.67E+01
8382.9,1,1.80E+01,2.68E+01
8387.9,1,1.80E+01,2.66E+01
8392.9,1,1.80E+01,2.68E+01
8397.9,1,1.80E+01,2.67E+01
8402.9,1,1.80E+01,2.67E+01
8407.9,1,1.80E+01,2.67E+01
8413,1,1.80E+01,2.67E+01
8418,1,1.80E+01,2.67E+01
8423,1,1.80E+01,2.67E+01
8428,1,1.80E+01,2.68E+01
8433.1,1,1.80E+01,2.67E+01
8438,1,1.80E+01,2.66E+01
8443.1,1,1.80E+01,2.67E+01
8448.1,1,1.80E+01,2.67E+01
8453.1,1,1.80E+01,2.68E+01
8458.1,1,1.80E+01,2.68E+01
8463.1,1,1.80E+01,2.68E+01
8468.2,1,1.80E+01,2.68E+01
8473.1,1,1.80E+01,2.68E+01
8478.2,1,1.80E+01,2.69E+01
8483.2,1,1.80E+01,2.68E+01
8488.2,1,1.80E+01,2.67E+01
8493.2,1,1.80E+01,2.68E+01
8498.2,1,1.80E+01,2.68E+01
8503.3,1,1.80E+01,2.68E+01
8508.3,1,1.80E+01,2.67E+01
8513.3,1,1.80E+01,2.67E+01
8518.3,1,1.80E+01,2.68E+01
8523.3,1,1.80E+01,2.67E+01
8528.3,1,1.80E+01,2.67E+01
8533.3,1,1.80E+01,2.67E+01
8538.3,1,1.80E+01,2.66E+01
8543.4,1,1.80E+01,2.67E+01
8548.4,1,1.80E+01,2.67E+01
8553.4,1,1.80E+01,2.66E+01
8558.4,1,1.80E+01,2.67E+01
8563.4,1,1.80E+01,2.68E+01
8568.4,1,1.80E+01,2.67E+01
8573.4,1,1.80E+01,2.68E+01
8578.4,1,1.80E+01,2.66E+01
8583.4,1,1.80E+01,2.67E+01
8588.5,1,1.80E+01,2.67E+01
8593.5,1,1.80E+01,2.67E+01
8598.5,1,1.80E+01,2.68E+01
8603.5,1,1.80E+01,2.66E+01
8608.5,1,1.80E+01,2.67E+01
8613.5,1,1.80E+01,2.67E+01
8618.5,1,1.80E+01,2.67E+01
8623.5,1,1.80E+01,2.67E+01
8628.6,1,1.80E+01,2.66E+01
8633.6,1,1.80E+01,2.67E+01
8638.6,1,1.80E+01,2.67E+01
8643.6,1,1.80E+01,2.66E+01
8648.6,1,1.80E+01,2.67E+01
8653.7,1,1.80E+01,2.67E+01
8658.6,1,1.80E+01,2.68E+01
8663.6,1,1.80E+01,2.66E+01
8668.7,1,1.80E+01,2.66E+01
8673.7,1,1.80E+01,2.66E+01
8678.7,1,1.80E+01,2.67E+01
8683.7,1,1.80E+01,2.67E+01
8688.7,1,1.80E+01,2.67E+01
8693.8,1,1.80E+01,2.67E+01
8698.8,1,1.80E+01,2.67E+01
8703.7,1,1.80E+01,2.68E+01
8708.8,1,1.80E+01,2.66E+01
8713.8,1,1.80E+01,2.67E+01
8718.8,1,1.80E+01,2.67E+01
8723.8,1,1.80E+01,2.66E+01
8728.8,1,1.80E+01,2.66E+01
8733.8,1,1.80E+01,2.66E+01
8738.8,1,1.80E+01,2.67E+01
8743.9,1,1.80E+01,2.67E+01
8748.9,1,1.80E+01,2.66E+01
8753.9,1,1.80E+01,2.66E+01
8758.9,1,1.80E+01,2.67E+01
8763.9,1,1.80E+01,2.68E+01
8768.9,1,1.80E+01,2.66E+01
8773.9,1,1.80E+01,2.65E+01
8778.9,1,1.80E+01,2.66E+01
8783.9,1,1.80E+01,2.66E+01
8789,1,1.80E+01,2.66E+01
8794,1,1.80E+01,2.66E+01
8799,1,1.80E+01,2.67E+01
8804,1,1.80E+01,2.66E+01
8809,1,1.80E+01,2.67E+01
8814,1,1.80E+01,2.66E+01
8819,1,1.80E+01,2.66E+01
8824,1,1.80E+01,2.67E+01
8829,1,1.80E+01,2.67E+01
8834.1,1,1.80E+01,2.68E+01
8839.1,1,1.80E+01,2.66E+01
8844.1,1,1.80E+01,2.68E+01
8849.1,1,1.80E+01,2.68E+01
8854.1,1,1.80E+01,2.67E+01
8859.1,1,1.80E+01,2.68E+01
8864.1,1,1.80E+01,2.67E+01
8869.2,1,1.80E+01,2.68E+01
8874.2,1,1.80E+01,2.57E+01
8879.2,1,1.80E+01,2.56E+01
8884.2,1,1.80E+01,2.67E+01
8889.2,1,1.80E+01,2.67E+01
8894.3,1,1.80E+01,2.66E+01
8899.2,1,1.80E+01,2.66E+01
8904.2,1,1.80E+01,2.66E+01
8909.3,1,1.80E+01,2.67E+01
8914.3,1,1.80E+01,2.66E+01
8919.3,1,1.80E+01,2.66E+01
8924.3,1,1.80E+01,2.66E+01
8929.3,1,1.80E+01,2.56E+01
8934.4,1,1.80E+01,2.67E+01
8939.4,1,1.80E+01,2.56E+01
8944.4,1,1.80E+01,2.66E+01
8949.4,1,1.80E+01,2.68E+01
8954.4,1,1.80E+01,2.67E+01
8959.4,1,1.80E+01,2.66E+01
8964.4,1,1.80E+01,2.67E+01
8969.4,1,1.80E+01,2.56E+01
8974.5,1,1.80E+01,2.56E+01
8979.4,1,1.80E+01,2.57E+01
8984.5,1,1.80E+01,2.56E+01
8989.5,1,1.80E+01,2.57E+01
8994.5,1,1.80E+01,2.57E+01
8999.5,1,1.80E+01,2.56E+01
9004.5,1,1.80E+01,2.56E+01
9009.5,1,1.80E+01,2.56E+01
9014.5,1,1.80E+01,2.56E+01
9019.5,1,1.80E+01,2.57E+01
9024.6,1,1.80E+01,2.56E+01
9029.6,1,1.80E+01,2.57E+01
9034.6,1,1.80E+01,2.56E+01
9039.6,1,1.80E+01,2.56E+01
9044.6,1,1.80E+01,2.57E+01
9049.6,1,1.80E+01,2.56E+01
9054.7,1,1.80E+01,2.56E+01
9059.7,1,1.80E+01,2.56E+01
9064.7,1,1.80E+01,2.57E+01
9069.7,1,1.80E+01,2.57E+01
9074.7,1,1.80E+01,2.57E+01
9079.7,1,1.80E+01,2.56E+01
9084.7,1,1.80E+01,2.57E+01
9089.8,1,1.80E+01,2.57E+01
9094.7,1,1.80E+01,2.57E+01
9099.8,1,1.80E+01,2.56E+01
9104.8,1,1.80E+01,2.57E+01
9109.8,1,1.80E+01,2.57E+01
9114.8,1,1.80E+01,2.57E+01
9119.9,1,1.80E+01,2.56E+01
9124.8,1,1.80E+01,2.56E+01
9129.9,1,1.80E+01,2.57E+01
9134.9,1,1.80E+01,2.55E+01
9139.9,1,1.80E+01,2.56E+01
9144.9,1,1.80E+01,2.56E+01
9149.9,1,1.80E+01,2.56E+01
9154.9,1,1.80E+01,2.57E+01
9160,1,1.80E+01,2.55E+01
9165,1,1.80E+01,2.76E+01
9170,1,1.80E+01,2.66E+01
9175,1,1.80E+01,2.66E+01
9180,1,1.80E+01,2.66E+01
9185,1,1.80E+01,2.66E+01
9190,1,1.80E+01,2.65E+01
9195.1,1,1.80E+01,2.67E+01
9200.1,1,1.80E+01,2.65E+01
9205.1,1,1.80E+01,2.66E+01
9210.1,1,1.80E+01,2.66E+01
9215.1,1,1.80E+01,2.66E+01
9220.1,1,1.80E+01,2.67E+01
9225.2,1,1.80E+01,2.67E+01
9230.1,1,1.80E+01,2.66E+01
9235.2,1,1.80E+01,2.67E+01
9240.2,1,1.80E+01,2.67E+01
9245.2,1,1.80E+01,2.67E+01
9250.2,1,1.80E+01,2.68E+01
9255.2,1,1.80E+01,2.66E+01
9260.2,1,1.80E+01,2.64E+01
9265.2,1,1.80E+01,2.67E+01
9270.2,1,1.80E+01,2.66E+01
9275.3,1,1.80E+01,2.66E+01
9280.3,1,1.80E+01,2.66E+01
9285.3,1,1.80E+01,2.66E+01
9290.3,1,1.80E+01,2.67E+01
9295.3,1,1.80E+01,2.56E+01
9300.3,1,1.80E+01,2.56E+01
9305.3,1,1.80E+01,2.56E+01
9310.4,1,1.80E+01,2.57E+01
9315.4,1,1.80E+01,2.46E+01
9320.4,1,1.80E+01,2.57E+01
9325.4,1,1.80E+01,2.55E+01
9330.4,1,1.80E+01,2.46E+01
9335.4,1,1.80E+01,2.56E+01
9340.5,1,1.80E+01,2.57E+01
9345.4,1,1.80E+01,2.56E+01
9350.5,1,1.80E+01,2.55E+01
9355.5,1,1.80E+01,2.55E+01
9360.5,1,1.80E+01,2.56E+01
9365.5,1,1.80E+01,2.57E+01
9370.5,1,1.80E+01,2.57E+01
9375.5,1,1.80E+01,2.56E+01
9380.6,1,1.80E+01,2.57E+01
9385.6,1,1.80E+01,2.56E+01
9390.6,1,1.80E+01,2.47E+01
9395.6,1,1.80E+01,2.56E+01
9400.6,1,1.80E+01,2.56E+01
