;,,,,,,,,,,,,
;  Proficy Historian SDK Data Export ,,,,,,,,,,,,
;  Generated: 05/18/2023 09:55:15 AM,,,,,,,,,,,,
;  Start Time: 02/21/2023 10:30:00 AM,,,,,,,,,,,,
;  End Time: 02/22/2023 12:30:00 AM,,,,,,,,,,,,
;  Interval: 60000 milliseconds,,,,,,,,,,,,
;  Records Returned: 840,,,,,,,,,,,,
;,,,,,,,,,,,,
Timestamp,Elapsed [s], SPLYO.CONDENSER_TEMPERATURE.F_CV, SPLYO.SHELF_OUTLET.F_CV, SPLYO.SHELF_INLET.F_CV, SPLYO.SHELF_SP.F_CV, SPLYO.TC_AVG.F_CV, SPLYO.VACUUM_SP.F_CV, SPLYO.CHAMBER_CM.F_CV, SPLYO.ROUGH_VACUUM.F_CV, SPLYO.CHAMBER_PIRANI.F_CV, SPLYO.CONDENSER_VACUUM.F_CV, SPLYO.CHAMBER_PRESSURE.F_CV
2/21/2023 10:31,0,-88.6,-40.2,-40,-40,0,0,610,1,629,598,-15.6
2/21/2023 10:32,60,-88.3,-40.2,-40,-40,0,0,397,0,434,386,-15.6
2/21/2023 10:33,120,-88,-40.2,-40,-40,0,0,277,0,324,267,-15.6
2/21/2023 10:34,180,-87.6,-40.2,-40,-40,0,0,207,0,258,197,-15.6
2/21/2023 10:35,240,-87.2,-40.2,-40,-40,0,0,163,0,218,153,-15.6
2/21/2023 10:36,300,-86.9,-40.2,-40,-40,0,0,135,0,192,125,-15.7
2/21/2023 10:37,360,-86.7,-40.2,-40,-40,0,0,115,0,174,106,-15.6
2/21/2023 10:38,420,-86.5,-40.2,-39.9,-39.7,0,100,103,0,162,93,-15.7
2/21/2023 10:39,480,-86.7,-40.1,-39.5,-39.2,0,100,102,0,162,85,-15.7
2/21/2023 10:40,540,-87,-39.9,-39,-38.7,0,100,104,0,166,85,-15.6
2/21/2023 10:41,600,-87.8,-39.4,-38.2,-38.2,0,100,114,0,181,104,-15.6
2/21/2023 10:42,660,-87.9,-38.7,-37.8,-37.7,0,100,153,0,223,144,-15.7
2/21/2023 10:43,720,-88.8,-38.1,-37.2,-37.2,0,100,216,0,288,206,-15.6
2/21/2023 10:44,780,-88.8,-37.6,-36.7,-36.7,0,100,288,0,359,277,-15.6
2/21/2023 10:45,840,-89.3,-37.1,-36.2,-36.2,0,100,359,0,430,348,-15.6
2/21/2023 10:46,900,-89.3,-36.5,-35.7,-35.7,0,100,416,0,490,405,-15.7
2/21/2023 10:47,960,-89.5,-36.1,-35.2,-35.2,0,100,457,1,533,446,-15.6
2/21/2023 10:48,1020,-89.5,-35.6,-34.7,-34.7,0,100,480,1,559,469,-15.6
2/21/2023 10:49,1080,-89.6,-35,-34.2,-34.2,0,100,479,1,564,468,-15.6
2/21/2023 10:50,1140,-89.6,-34.6,-33.7,-33.7,0,100,456,1,548,445,-15.6
2/21/2023 10:51,1200,-89.5,-34,-33.2,-33.2,0,100,415,1,515,403,-15.6
2/21/2023 10:52,1260,-89.4,-33.6,-32.7,-32.7,0,100,363,0,472,352,-15.6
2/21/2023 10:53,1320,-89.4,-33.1,-32.2,-32.2,0,100,311,0,429,300,-15.7
2/21/2023 10:54,1380,-89,-32.6,-31.7,-31.7,0,100,261,0,387,250,-15.7
2/21/2023 10:55,1440,-88.7,-32.1,-31.2,-31.2,0,100,230,0,357,199,-15.7
2/21/2023 10:56,1500,-87.6,-32.2,-31.1,-30.7,0,100,207,0,324,121,-15.7
2/21/2023 10:57,1560,-85.6,-32.5,-31.1,-30.2,0,100,196,0,306,86,-15.7
2/21/2023 10:58,1620,-83.7,-32.7,-31,-29.7,0,100,188,0,295,70,-15.7
2/21/2023 10:59,1680,-83.3,-32.6,-30.7,-29.2,0,100,181,0,284,62,-15.7
2/21/2023 11:00,1740,-83.4,-32.2,-30.1,-28.7,0,100,168,0,263,59,-15.7
2/21/2023 11:01,1800,-84.1,-31.5,-29.3,-28.2,0,100,137,0,218,56,-15.7
2/21/2023 11:02,1860,-85.3,-30.5,-28.3,-27.7,0,100,98,0,157,56,-15.7
2/21/2023 11:03,1920,-86.8,-29.2,-27.2,-27.2,0,100,99,0,159,80,-15.7
2/21/2023 11:04,1980,-86.7,-28,-26.2,-26.7,0,100,99,0,158,84,-15.7
2/21/2023 11:05,2040,-86.4,-27,-26,-26.2,0,100,99,0,158,86,-15.7
2/21/2023 11:06,2100,-86.3,-26.6,-25.7,-25.7,0,100,99,0,158,87,-15.7
2/21/2023 11:07,2160,-86.3,-26.2,-25.2,-25.2,0,100,100,0,160,89,-15.7
2/21/2023 11:08,2220,-86.7,-25.7,-24.7,-24.7,0,100,99,0,158,89,-15.7
2/21/2023 11:09,2280,-86.8,-25.2,-24.2,-24.2,0,100,100,0,158,90,-15.7
2/21/2023 11:10,2340,-86.8,-24.7,-23.7,-23.7,0,100,101,0,160,91,-15.7
2/21/2023 11:11,2400,-86.8,-24.2,-23.2,-23.2,0,100,100,0,159,89,-15.7
2/21/2023 11:12,2460,-86.8,-23.7,-22.7,-22.7,0,100,100,0,159,89,-15.7
2/21/2023 11:13,2520,-86.8,-23.2,-22.2,-22.2,0,100,100,0,160,89,-15.7
2/21/2023 11:14,2580,-86.8,-22.7,-21.7,-21.7,0,100,101,0,160,89,-15.7
2/21/2023 11:15,2640,-86.8,-22.2,-21.2,-21.2,0,100,101,0,160,89,-15.7
2/21/2023 11:16,2700,-86.8,-21.7,-20.7,-20.7,0,100,100,0,160,89,-15.7
2/21/2023 11:17,2760,-86.7,-21.2,-20.3,-20.2,0,100,101,0,160,89,-15.7
2/21/2023 11:18,2820,-86.7,-20.7,-19.7,-19.7,0,100,99,0,158,87,-15.7
2/21/2023 11:19,2880,-86.7,-20.2,-19.2,-19.2,0,100,101,0,161,89,-15.7
2/21/2023 11:20,2940,-86.8,-19.7,-18.7,-18.7,0,100,100,0,159,88,-15.7
2/21/2023 11:21,3000,-86.8,-19.2,-18.2,-18.2,0,100,100,0,159,88,-15.7
2/21/2023 11:22,3060,-87,-18.7,-17.7,-17.7,0,100,115,0,184,103,-15.7
2/21/2023 11:23,3120,-86.8,-18.2,-17.2,-17.2,0,100,100,0,160,89,-15.7
2/21/2023 11:24,3180,-86.8,-17.7,-16.7,-16.7,0,100,99,0,158,88,-15.7
2/21/2023 11:25,3240,-86.8,-17.2,-16.2,-16.2,0,100,100,0,159,89,-15.7
2/21/2023 11:26,3300,-86.6,-16.8,-15.8,-15.7,0,100,101,0,160,90,-15.7
2/21/2023 11:27,3360,-86.6,-16.3,-15.2,-15.2,0,100,101,0,159,90,-15.7
2/21/2023 11:28,3420,-86.7,-15.8,-14.8,-15,0,100,100,0,158,89,-15.7
2/21/2023 11:29,3480,-86.5,-15.4,-14.7,-15,0,100,101,0,158,90,-15.7
2/21/2023 11:30,3540,-85.9,-15.3,-14.7,-15,0,100,100,0,159,90,-15.7
2/21/2023 11:31,3600,-85.7,-15.3,-14.7,-15,0,100,100,0,158,90,-15.7
2/21/2023 11:32,3660,-85.5,-15.4,-14.8,-15,0,100,99,0,156,88,-15.7
2/21/2023 11:33,3720,-85.3,-15.4,-14.9,-15,0,100,100,0,158,90,-15.7
2/21/2023 11:34,3780,-85.2,-15.5,-15,-15,0,100,99,0,157,89,-15.7
2/21/2023 11:35,3840,-85.3,-15.5,-14.9,-15,0,100,100,0,157,90,-15.7
2/21/2023 11:36,3900,-85.5,-15.5,-14.9,-15,0,100,100,0,158,90,-15.7
2/21/2023 11:37,3960,-85.4,-15.5,-15,-15,0,100,101,0,159,90,-15.7
2/21/2023 11:38,4020,-85.4,-15.5,-15,-15,0,100,101,0,158,90,-15.7
2/21/2023 11:39,4080,-85.4,-15.5,-15,-15,0,100,101,0,158,90,-15.7
2/21/2023 11:40,4140,-85.4,-15.5,-15,-15,0,100,101,0,158,90,-15.7
2/21/2023 11:41,4200,-85.3,-15.5,-15.5,-40,0,100,101,0,157,90,-15.7
2/21/2023 11:42,4260,-76.1,-18.9,-23.9,-40,0,100,100,0,156,90,-15.7
2/21/2023 11:43,4320,-71.6,-23.6,-27.6,-40,0,100,99,0,156,89,-15.7
2/21/2023 11:44,4380,-69.5,-27.8,-32.1,-40,0,100,99,0,156,89,-15.7
2/21/2023 11:45,4440,-69,-32,-36,-40,0,100,101,0,156,90,-15.7
2/21/2023 11:46,4500,-68.6,-36,-39.9,-40,0,100,100,0,154,90,-15.7
2/21/2023 11:47,4560,-69,-39.4,-41.8,-40,0,100,100,0,149,90,-15.7
2/21/2023 11:48,4620,-70.8,-41.4,-42.3,-40,0,100,100,0,147,90,-15.7
2/21/2023 11:49,4680,-72.4,-42.2,-42.2,-40,0,100,101,0,148,91,-15.7
2/21/2023 11:50,4740,-73.7,-42.3,-41.7,-40,0,100,101,0,149,91,-15.7
2/21/2023 11:51,4800,-74.7,-42,-41.1,-40,0,100,101,0,152,91,-15.7
2/21/2023 11:52,4860,-75.5,-41.5,-40.7,-40,0,100,100,0,152,90,-15.7
2/21/2023 11:53,4920,-76,-41.1,-40.2,-40,0,100,100,0,151,90,-15.7
2/21/2023 11:54,4980,-76.4,-40.7,-40,-40,0,100,100,0,146,90,-15.7
2/21/2023 11:55,5040,-76.6,-40.5,-39.8,-39.5,0,100,100,0,145,90,-15.7
2/21/2023 11:56,5100,-77.2,-40.1,-39,-38.5,0,100,101,0,144,90,-15.7
2/21/2023 11:57,5160,-78,-39.4,-38,-37.5,0,100,100,0,144,89,-15.7
2/21/2023 11:58,5220,-78.6,-38.5,-36.9,-36.5,0,100,100,0,146,90,-15.7
2/21/2023 11:59,5280,-79,-37.4,-35.7,-35.5,0,100,99,0,155,89,-15.7
2/21/2023 12:00,5340,-79.4,-36.3,-34.6,-34.5,0,100,101,0,158,90,-15.7
2/21/2023 12:01,5400,-79.7,-35.2,-33.6,-33.5,0,100,98,0,156,88,-15.7
2/21/2023 12:02,5460,-79.9,-34.1,-32.5,-32.5,0,100,99,0,158,88,-15.7
2/21/2023 12:03,5520,-80.1,-33,-31.5,-31.5,0,100,100,0,160,89,-15.7
2/21/2023 12:04,5580,-80.3,-32,-30.5,-30.5,0,100,101,0,160,89,-15.7
2/21/2023 12:05,5640,-80.3,-31,-29.5,-29.5,0,100,100,0,159,88,-15.7
2/21/2023 12:06,5700,-80.5,-30,-28.4,-28.5,0,100,101,0,160,89,-15.7
2/21/2023 12:07,5760,-80.6,-29,-27.4,-27.5,0,100,101,0,160,89,-15.7
2/21/2023 12:08,5820,-80.8,-28,-26.5,-26.5,0,100,100,0,159,88,-15.7
2/21/2023 12:09,5880,-80.9,-27,-25.5,-25.5,0,100,99,0,158,86,-15.7
2/21/2023 12:10,5940,-81,-26,-24.5,-24.5,0,100,101,0,160,89,-15.7
2/21/2023 12:11,6000,-81.1,-25,-23.5,-23.5,0,100,100,0,160,89,-15.7
2/21/2023 12:12,6060,-77.7,-25.1,-30.2,-40,0,100,100,0,159,88,-15.7
2/21/2023 12:13,6120,-72.5,-30.2,-34.5,-40,0,100,100,0,158,88,-15.7
2/21/2023 12:14,6180,-69.9,-34.4,-38.5,-40,0,100,101,0,160,90,-15.7
2/21/2023 12:15,6240,-69.7,-38.2,-41,-40,0,100,100,0,157,89,-15.7
2/21/2023 12:16,6300,-71.2,-40.5,-41.9,-40,0,100,100,0,153,90,-15.7
2/21/2023 12:17,6360,-72.9,-41.6,-42,-40,0,100,100,0,151,90,-15.7
2/21/2023 12:18,6420,-74.3,-42,-41.7,-40,0,100,100,0,151,90,-15.7
2/21/2023 12:19,6480,-75.3,-41.9,-41.2,-40,0,100,100,0,153,90,-15.7
2/21/2023 12:20,6540,-76.1,-41.6,-40.7,-40,0,100,100,0,155,90,-15.7
2/21/2023 12:21,6600,-76.7,-41.2,-40.3,-40,0,100,100,0,156,90,-15.7
2/21/2023 12:22,6660,-77,-40.8,-40.1,-40,0,100,100,0,158,90,-15.7
2/21/2023 12:23,6720,-77.2,-40.5,-39.9,-40,0,100,100,0,158,90,-15.7
2/21/2023 12:24,6780,-77.3,-40.4,-39.8,-40,0,100,100,0,158,90,-15.7
2/21/2023 12:25,6840,-77.4,-40.3,-39.8,-40,0,100,100,0,158,90,-15.7
2/21/2023 12:26,6900,-77.4,-40.2,-39.8,-40,0,100,100,0,157,90,-15.7
2/21/2023 12:27,6960,-77.5,-40.2,-39.8,-40,0,100,100,0,156,90,-15.7
2/21/2023 12:28,7020,-77.5,-40.2,-39.8,-40,0,100,101,0,155,90,-15.7
2/21/2023 12:29,7080,-77.5,-40.2,-39.9,-40,0,100,100,0,152,90,-15.7
2/21/2023 12:30,7140,-77.6,-40.2,-39.5,-39,0,100,99,0,148,89,-15.7
2/21/2023 12:31,7200,-78.4,-39.9,-38.6,-38,0,100,101,0,149,90,-15.7
2/21/2023 12:32,7260,-79.2,-39.1,-37.6,-37,0,100,100,0,148,90,-15.7
2/21/2023 12:33,7320,-79.7,-38.1,-36.6,-36,0,100,100,0,148,90,-15.7
2/21/2023 12:34,7380,-80.2,-37,-35.4,-35,0,100,101,0,149,91,-15.7
2/21/2023 12:35,7440,-80.6,-35.9,-34.2,-34,0,100,100,0,154,90,-15.7
2/21/2023 12:36,7500,-80.9,-34.8,-33.2,-33,0,100,100,0,156,90,-15.7
2/21/2023 12:37,7560,-81.1,-33.7,-32.1,-32,0,100,100,0,157,90,-15.7
2/21/2023 12:38,7620,-81.4,-32.6,-31.1,-40,0,100,101,0,156,90,-15.7
2/21/2023 12:39,7680,-77.4,-34.1,-37.5,-40,0,100,99,0,154,89,-15.7
2/21/2023 12:40,7740,-73.8,-37.2,-39.5,-40,0,100,100,0,155,90,-15.7
2/21/2023 12:41,7800,-74,-39.2,-40.4,-40,0,100,100,0,154,90,-15.7
2/21/2023 12:42,7860,-75,-40.4,-40.8,-40,0,100,99,0,152,89,-15.7
2/21/2023 12:43,7920,-75.9,-41,-40.8,-40,0,100,100,0,152,90,-15.7
2/21/2023 12:44,7980,-76.6,-41.1,-40.7,-40,0,100,100,0,151,90,-15.7
2/21/2023 12:45,8040,-77.2,-41.1,-40.5,-40,0,100,100,0,150,90,-15.7
2/21/2023 12:46,8100,-77.6,-40.9,-40.2,-40,0,100,100,0,148,90,-15.7
2/21/2023 12:47,8160,-77.9,-40.7,-40.1,-40,0,100,100,0,147,90,-15.7
2/21/2023 12:48,8220,-78,-40.5,-40,-40,0,100,99,0,145,89,-15.7
2/21/2023 12:49,8280,-78.2,-40.4,-39.9,-40,0,100,100,0,146,90,-15.7
2/21/2023 12:50,8340,-78.2,-40.3,-39.8,-40,0,100,100,0,145,90,-15.7
2/21/2023 12:51,8400,-78.2,-40.3,-39.8,-40,0,100,101,0,144,90,-15.7
2/21/2023 12:52,8460,-78.2,-40.2,-39.9,-40,0,100,101,0,143,91,-15.7
2/21/2023 12:53,8520,-78.2,-40.3,-39.8,-40,0,100,100,0,142,90,-15.7
2/21/2023 12:54,8580,-78.2,-40.3,-39.9,-40,0,100,100,0,142,90,-15.7
2/21/2023 12:55,8640,-78.2,-40.3,-39.9,-40,0,100,100,0,141,90,-15.7
2/21/2023 12:56,8700,-78.2,-40.3,-39.9,-40,0,100,100,0,140,89,-15.7
2/21/2023 12:57,8760,-78.2,-40.3,-39.9,-40,0,100,100,0,140,90,-15.7
2/21/2023 12:58,8820,-78.2,-40.3,-39.8,-39.7,0,100,100,0,139,90,-15.7
2/21/2023 12:59,8880,-78.7,-40.1,-39.2,-38.7,0,100,100,0,138,89,-15.7
2/21/2023 13:00,8940,-79,-39.6,-39.2,-40,0,100,101,0,139,90,-15.7
2/21/2023 13:01,9000,-78.3,-39.7,-39.5,-15,0,100,100,0,140,90,-15.7
2/21/2023 13:02,9060,-81.9,-38.6,-35.6,-15,0,100,100,0,140,90,-15.7
2/21/2023 13:03,9120,-84.8,-36.1,-32.8,-15,0,100,100,0,140,90,-15.7
2/21/2023 13:04,9180,-85.8,-33.4,-30.1,-15,0,100,100,0,141,90,-15.7
2/21/2023 13:05,9240,-86.2,-30.7,-27.5,-15,0,100,100,0,142,90,-15.7
2/21/2023 13:06,9300,-86.4,-28.1,-24.9,-15,0,100,100,0,142,89,-15.7
2/21/2023 13:07,9360,-86.5,-25.5,-22.3,-15,0,100,100,0,144,90,-15.7
2/21/2023 13:08,9420,-86.5,-23,-19.8,-15,0,100,100,0,151,90,-15.7
2/21/2023 13:09,9480,-86.5,-20.5,-17.4,-15,0,100,101,0,157,90,-15.7
2/21/2023 13:10,9540,-85.7,-18.1,-15.7,-15,0,100,99,0,157,89,-15.7
2/21/2023 13:11,9600,-84.6,-16.6,-15.2,-15,0,100,101,0,158,90,-15.7
2/21/2023 13:12,9660,-83.6,-15.9,-14.8,-15,0,100,99,0,156,88,-15.7
2/21/2023 13:13,9720,-82.8,-15.5,-14.6,-15,0,100,100,0,160,90,-15.7
2/21/2023 13:14,9780,-76.2,-18,-23.6,-40,0,100,99,0,156,89,-15.7
2/21/2023 13:15,9840,-71.8,-23.2,-27.6,-40,0,100,99,0,155,88,-15.7
2/21/2023 13:16,9900,-69.3,-27.7,-32.3,-40,0,100,101,0,157,90,-15.7
2/21/2023 13:17,9960,-68.8,-32.2,-36.7,-40,0,100,100,0,157,90,-15.7
2/21/2023 13:18,10020,-68.6,-36.3,-40.1,-40,0,100,100,0,156,90,-15.6
2/21/2023 13:19,10080,-69.4,-39.5,-41.7,-40,0,100,100,0,151,89,-15.7
2/21/2023 13:20,10140,-71.1,-41.3,-42.1,-40,0,100,100,0,149,90,-15.7
2/21/2023 13:21,10200,-72.6,-42,-42,-40,0,100,101,0,149,90,-15.7
2/21/2023 13:22,10260,-73.9,-42.1,-41.6,-40,0,100,101,0,150,90,-15.7
2/21/2023 13:23,10320,-75,-41.9,-41,-40,0,100,101,0,152,90,-15.7
2/21/2023 13:24,10380,-75.7,-41.5,-40.6,-40,0,100,101,0,153,90,-15.7
2/21/2023 13:25,10440,-76.2,-41,-40.2,-40,0,100,100,0,151,90,-15.7
2/21/2023 13:26,10500,-76.5,-40.7,-40,-40,0,100,99,0,145,89,-15.7
2/21/2023 13:27,10560,-76.7,-40.5,-39.9,-40,0,100,100,0,145,90,-15.7
2/21/2023 13:28,10620,-76.8,-40.3,-39.8,-40,0,100,100,0,144,90,-15.6
2/21/2023 13:29,10680,-76.9,-40.2,-39.8,-40,0,100,100,0,143,90,-15.7
2/21/2023 13:30,10740,-76.9,-40.2,-39.8,-40,0,100,101,0,142,90,-15.7
2/21/2023 13:31,10800,-76.9,-40.2,-39.8,-40,0,100,100,0,141,90,-15.7
2/21/2023 13:32,10860,-76.9,-40.2,-39.8,-40,0,100,100,0,140,90,-15.7
2/21/2023 13:33,10920,-76.8,-40.2,-39.9,-40,0,100,100,0,139,89,-15.7
2/21/2023 13:34,10980,-76.8,-40.3,-40,-40,0,100,100,0,138,89,-15.7
2/21/2023 13:35,11040,-76.9,-40.3,-39.8,-40,0,100,100,0,138,90,-15.7
2/21/2023 13:36,11100,-76.8,-40.2,-39.8,-40,0,100,100,0,138,90,-15.7
2/21/2023 13:37,11160,-76.8,-40.3,-39.9,-40,0,100,101,0,137,90,-15.7
2/21/2023 13:38,11220,-76.7,-40.3,-39.9,-40,0,100,100,0,136,90,-15.7
2/21/2023 13:39,11280,-76.7,-40.3,-39.9,-40,0,100,100,0,136,90,-15.7
2/21/2023 13:40,11340,-76.7,-40.3,-39.9,-40,0,100,100,0,136,90,-15.7
2/21/2023 13:41,11400,-76.8,-40.3,-39.8,-40,0,100,100,0,135,90,-15.7
2/21/2023 13:42,11460,-76.7,-40.2,-39.8,-40,0,100,100,0,134,90,-15.7
2/21/2023 13:43,11520,-76.6,-40.2,-39.9,-40,0,100,101,0,135,90,-15.7
2/21/2023 13:44,11580,-76.6,-40.3,-39.9,-40,0,100,101,0,134,91,-15.7
2/21/2023 13:45,11640,-76.7,-40.3,-39.9,-40,0,100,100,0,134,90,-15.7
2/21/2023 13:46,11700,-76.6,-40.3,-39.9,-40,0,100,100,0,133,89,-15.7
2/21/2023 13:47,11760,-76.6,-40.3,-39.9,-40,0,100,100,0,133,90,-15.7
2/21/2023 13:48,11820,-76.6,-40.3,-40,-40,0,100,100,0,132,90,-15.7
2/21/2023 13:49,11880,-76.6,-40.3,-39.9,-40,0,100,100,0,132,90,-15.7
2/21/2023 13:50,11940,-76.6,-40.2,-39.8,-40,0,100,100,0,132,90,-15.7
2/21/2023 13:51,12000,-76.6,-40.2,-39.9,-40,0,100,101,0,132,90,-15.7
2/21/2023 13:52,12060,-76.6,-40.2,-39.9,-40,0,100,100,0,132,90,-15.7
2/21/2023 13:53,12120,-76.6,-40.3,-39.9,-40,0,100,100,0,132,90,-15.7
2/21/2023 13:54,12180,-76.6,-40.3,-39.9,-40,0,100,101,0,132,91,-15.7
2/21/2023 13:55,12240,-76.6,-40.2,-39.8,-40,0,100,100,0,131,90,-15.7
2/21/2023 13:56,12300,-76.6,-40.2,-39.9,-40,0,100,100,0,131,90,-15.7
2/21/2023 13:57,12360,-76.5,-40.3,-40,-40,0,100,101,0,131,90,-15.7
2/21/2023 13:58,12420,-76.5,-40.3,-39.9,-40,0,100,101,0,131,90,-15.7
2/21/2023 13:59,12480,-76.6,-40.3,-39.9,-40,0,100,101,0,131,91,-15.7
2/21/2023 14:00,12540,-78.2,-40,-37.5,-15,0,100,100,0,130,90,-15.7
2/21/2023 14:01,12600,-81.6,-37.7,-34.5,-15,0,100,101,0,131,91,-15.7
2/21/2023 14:02,12660,-83.7,-35,-31.7,-15,0,100,101,0,132,90,-15.7
2/21/2023 14:03,12720,-85,-32.4,-29.1,-15,0,100,100,0,135,90,-15.7
2/21/2023 14:04,12780,-85.5,-29.7,-26.5,-15,0,100,100,0,150,89,-15.7
2/21/2023 14:05,12840,-85.7,-27.1,-23.9,-15,0,100,100,0,156,89,-15.7
2/21/2023 14:06,12900,-85.9,-24.5,-21.3,-15,0,100,101,0,158,90,-15.7
2/21/2023 14:07,12960,-86,-22,-18.8,-15,0,100,101,0,160,90,-15.7
2/21/2023 14:08,13020,-85.6,-19.5,-16.6,-15,0,100,99,0,156,87,-15.7
2/21/2023 14:09,13080,-84.6,-17.5,-15.5,-15,0,100,100,0,159,89,-15.7
2/21/2023 14:10,13140,-83.9,-16.4,-14.9,-15,0,100,101,0,158,89,-15.7
2/21/2023 14:11,13200,-83,-15.6,-14.6,-15,0,100,100,0,159,89,-15.7
2/21/2023 14:12,13260,-82.1,-15.4,-14.6,-15,0,100,100,0,160,89,-15.7
2/21/2023 14:13,13320,-81.3,-15.2,-14.6,-15,0,100,101,0,159,90,-15.7
2/21/2023 14:14,13380,-80.7,-15.2,-14.6,-15,0,100,100,0,159,89,-15.7
2/21/2023 14:15,13440,-80.3,-15.2,-14.7,-15,0,100,101,0,160,90,-15.7
2/21/2023 14:16,13500,-80,-15.4,-14.8,-15,0,100,100,0,159,89,-15.7
2/21/2023 14:17,13560,-79.8,-15.4,-14.8,-15,0,100,100,0,158,89,-15.7
2/21/2023 14:18,13620,-75.7,-17.1,-22.7,-40,0,100,98,0,157,87,-15.7
2/21/2023 14:19,13680,-71,-22.7,-27,-40,0,100,98,0,155,87,-15.7
2/21/2023 14:20,13740,-68.9,-27.2,-31.8,-40,0,100,100,0,158,89,-15.7
2/21/2023 14:21,13800,-68.3,-31.7,-36,-40,0,100,100,0,158,90,-15.7
2/21/2023 14:22,13860,-68.2,-35.7,-39.5,-40,0,100,100,0,157,89,-15.7
2/21/2023 14:23,13920,-68.6,-39,-41.6,-40,0,100,99,0,153,89,-15.7
2/21/2023 14:24,13980,-70.2,-41.1,-42.1,-40,0,100,101,0,151,90,-15.7
2/21/2023 14:25,14040,-71.8,-41.9,-42.1,-40,0,100,101,0,150,91,-15.7
2/21/2023 14:26,14100,-73.1,-42.1,-41.6,-40,0,100,101,0,150,90,-15.7
2/21/2023 14:27,14160,-74.2,-41.9,-41.1,-40,0,100,101,0,153,90,-15.7
2/21/2023 14:28,14220,-75.1,-41.5,-40.7,-40,0,100,100,0,154,90,-15.7
2/21/2023 14:29,14280,-75.7,-41.1,-40.3,-40,0,100,101,0,155,90,-15.7
2/21/2023 14:30,14340,-76,-40.7,-40.1,-40,0,100,100,0,154,90,-15.7
2/21/2023 14:31,14400,-76.3,-40.5,-39.9,-40,0,100,100,0,152,89,-15.7
2/21/2023 14:32,14460,-76.4,-40.4,-39.9,-40,0,100,99,0,145,89,-15.7
2/21/2023 14:33,14520,-76.6,-40.2,-39.8,-40,0,100,100,0,145,89,-15.7
2/21/2023 14:34,14580,-76.7,-40.2,-39.8,-40,0,100,100,0,145,90,-15.7
2/21/2023 14:35,14640,-76.7,-40.2,-39.8,-40,0,100,101,0,144,90,-15.7
2/21/2023 14:36,14700,-76.7,-40.2,-39.9,-40,0,100,100,0,143,90,-15.7
2/21/2023 14:37,14760,-76.8,-40.2,-39.9,-40,0,100,100,0,142,90,-15.7
2/21/2023 14:38,14820,-76.8,-40.2,-39.9,-40,0,100,101,0,142,91,-15.7
2/21/2023 14:39,14880,-76.8,-40.2,-39.9,-40,0,100,101,0,141,90,-15.7
2/21/2023 14:40,14940,-76.9,-40.2,-40,-40,0,100,100,0,140,90,-15.7
2/21/2023 14:41,15000,-76.9,-40.2,-39.9,-40,0,100,101,0,140,90,-15.7
2/21/2023 14:42,15060,-77,-40.2,-39.8,-40,0,100,101,0,139,90,-15.7
2/21/2023 14:43,15120,-76.9,-40.2,-39.9,-40,0,100,100,0,138,90,-15.7
2/21/2023 14:44,15180,-76.9,-40.2,-40,-40,0,100,100,0,138,90,-15.7
2/21/2023 14:45,15240,-77,-40.2,-39.8,-40,0,100,100,0,137,90,-15.7
2/21/2023 14:46,15300,-77,-40.2,-39.9,-40,0,100,101,0,137,91,-15.7
2/21/2023 14:47,15360,-77,-40.2,-39.9,-40,0,100,100,0,136,90,-15.7
2/21/2023 14:48,15420,-77,-40.2,-39.9,-40,0,100,101,0,136,90,-15.7
2/21/2023 14:49,15480,-76.9,-40.2,-39.9,-40,0,100,100,0,135,90,-15.7
2/21/2023 14:50,15540,-76.9,-40.2,-40,-40,0,100,101,0,135,90,-15.7
2/21/2023 14:51,15600,-77,-40.2,-39.9,-40,0,100,101,0,134,91,-15.7
2/21/2023 14:52,15660,-76.9,-40.3,-39.9,-40,0,100,100,0,133,90,-15.7
2/21/2023 14:53,15720,-76.9,-40.2,-39.9,-40,0,100,100,0,133,90,-15.7
2/21/2023 14:54,15780,-76.9,-40.2,-39.9,-40,0,100,101,0,133,91,-15.7
2/21/2023 14:55,15840,-76.9,-40.2,-39.9,-40,0,100,100,0,133,90,-15.7
2/21/2023 14:56,15900,-76.9,-40.2,-39.9,-40,0,100,101,0,133,91,-15.7
2/21/2023 14:57,15960,-76.9,-40.2,-39.9,-40,0,100,101,0,132,91,-15.7
2/21/2023 14:58,16020,-76.9,-40.2,-39.8,-40,0,100,101,0,132,90,-15.7
