;
;  Proficy Historian SDK Data Export 
;  Generated: 02/17/2023 05:37:07 PM
;  Start Time: 02/16/2023 11:30:00 AM
;  End Time: 02/17/2023 12:30:00 AM
;  Interval: 60000 milliseconds
;  Records Returned: 780
;
Timestamp, SPLYO.CONDENSER_TEMPERATURE.F_CV, SPLYO.SHELF_OUTLET.F_CV, SPLYO.SHELF_INLET.F_CV, SPLYO.SHELF_SP.F_CV, SPLYO.TC_AVG.F_CV, SPLYO.VACUUM_SP.F_CV, SPLYO.CHAMBER_CM.F_CV, SPLYO.ROUGH_VACUUM.F_CV, SPLYO.CHAMBER_PIRANI.F_CV, SPLYO.CONDENSER_VACUUM.F_CV, SPLYO.CHAMBER_PRESSURE.F_CV
02/16/2023 14:09:00, -78.6, -36.1, -37, -37, 0, 0, 2100, 462, 1047, 2100, -6.4
02/16/2023 14:10:00, -78.5, -36.6, -37.5, -37.5, 0, 0, 2100, 461, 1047, 2100, -6.4
02/16/2023 14:11:00, -78.5, -37.1, -38, -38, 0, 0, 2100, 461, 1047, 2100, -6.4
02/16/2023 14:12:00, -78.5, -37.6, -38.5, -38.5, 0, 0, 2100, 460, 1047, 2100, -6.5
02/16/2023 14:13:00, -78.4, -38.1, -39, -39, 0, 0, 2100, 460, 1047, 2100, -6.5
02/16/2023 14:14:00, -78.4, -38.6, -39.5, -39.5, 0, 0, 2100, 460, 1047, 2100, -6.5
02/16/2023 14:15:00, -78.4, -39.1, -40, -40, 0, 0, 2100, 458, 1047, 2100, -6.5
02/16/2023 14:16:00, -78.5, -39.5, -40.3, -40, 0, 0, 2100, 458, 1047, 2100, -6.5
02/16/2023 14:17:00, -78.8, -39.8, -40.3, -40, 0, 0, 2100, 458, 1047, 2100, -6.5
02/16/2023 14:18:00, -79.1, -39.9, -40.3, -40, 0, 0, 2100, 457, 1047, 2100, -6.5
02/16/2023 14:19:00, -79.5, -39.9, -40.3, -40, 0, 0, 2100, 457, 1047, 2100, -6.5
02/16/2023 14:20:00, -79.7, -39.9, -40.2, -40, 0, 0, 2100, 457, 1047, 2100, -6.5
02/16/2023 14:21:00, -79.8, -39.9, -40.1, -40, 0, 0, 2100, 457, 1047, 2100, -6.5
02/16/2023 14:22:00, -80, -39.8, -40.1, -40, 0, 0, 2100, 456, 1047, 2100, -6.5
02/16/2023 14:23:00, -80.1, -39.7, -40.1, -40, 0, 0, 2100, 456, 1047, 2100, -6.5
02/16/2023 14:24:00, -80.3, -39.7, -40, -40, 0, 0, 2100, 456, 1047, 2100, -6.5
02/16/2023 14:25:00, -80.4, -39.7, -40, -40, 0, 0, 2100, 456, 1047, 2100, -6.5
02/16/2023 14:26:00, -80.5, -39.7, -40, -40, 0, 0, 2100, 455, 1047, 2100, -6.5
02/16/2023 14:27:00, -80.4, -39.7, -40, -40, 0, 0, 2100, 455, 1047, 2100, -6.5
02/16/2023 14:28:00, -80.5, -39.7, -40, -40, 0, 0, 2100, 455, 1047, 2100, -6.5
02/16/2023 14:29:00, -80.5, -39.7, -40, -40, 0, 0, 2100, 455, 1047, 2100, -6.5
02/16/2023 14:30:00, -80.4, -39.7, -40.1, -40, 0, 0, 2100, 454, 1047, 2100, -6.5
02/16/2023 14:31:00, -80.5, -39.7, -40.1, -40, 0, 0, 2100, 454, 1047, 2100, -6.5
02/16/2023 14:32:00, -80.7, -39.7, -40, -40, 0, 0, 2100, 454, 1047, 2100, -6.5
02/16/2023 14:33:00, -80.7, -39.7, -40, -40, 0, 0, 2100, 454, 1047, 2100, -6.6
02/16/2023 14:34:00, -80.8, -39.7, -40.1, -40, 0, 0, 2100, 453, 1047, 2100, -6.6
02/16/2023 14:35:00, -80.9, -39.7, -40, -40, 0, 0, 2100, 453, 1047, 2100, -6.6
02/16/2023 14:36:00, -80.9, -39.7, -40, -40, 0, 0, 2100, 453, 1047, 2100, -6.6
02/16/2023 14:37:00, -80.9, -39.7, -40, -40, 0, 0, 2100, 453, 1047, 2100, -6.6
02/16/2023 14:38:00, -80.9, -39.7, -40.1, -40, 0, 0, 2100, 453, 1047, 2100, -6.6
02/16/2023 14:39:00, -80.9, -39.8, -40, -40, 0, 0, 2100, 453, 1047, 2100, -6.6
02/16/2023 14:40:00, -80.9, -39.7, -40, -40, 0, 0, 2100, 453, 1047, 2100, -6.6
02/16/2023 14:41:00, -81, -39.7, -40, -40, 0, 0, 2100, 452, 1047, 2100, -6.6
02/16/2023 14:42:00, -81, -39.7, -40, -40, 0, 0, 2100, 452, 1047, 2100, -6.6
02/16/2023 14:43:00, -81, -39.7, -40, -40, 0, 0, 2100, 452, 1047, 2100, -6.6
02/16/2023 14:44:00, -81, -39.7, -40.1, -40, 0, 0, 2100, 452, 1047, 2100, -6.6
